# Wed 18 May 2022 10:25:34 AM EEST
Genbank;Id;RsUid;GbUid;AssemblyAccession;LastMajorReleaseAccession;ChainId;AssemblyName;Taxid;Organism;SpeciesTaxid;SpeciesNAme;AssemblyType;AssemblyStatus;Isolate;Sub_type;Sub_value;Coverage;ContigN50;ScaffoldN50;Title;Host;Strain;Isolation_source;Collection_date;Geo_loc_name
GCA_002364375.1;1230591;null;5097368;GCA_002364375.1;GCA_002364375.1;2364375;ASM236437v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA3170;null;null;108.83;14749;17104;Uncultivated Stenotrophomonas maltophilia UBA3170 genome recovered from SRX822990;;;;not applicable;USA:New York City
GCA_002363385.1;1230101;null;5096388;GCA_002363385.1;GCA_002363385.1;2363385;ASM236338v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA3237;null;null;34.84;355144;538133;Uncultivated Stenotrophomonas maltophilia UBA3237 genome recovered from SRX822777;;;;not applicable;USA:New York City
GCA_002345355.1;1221071;null;5067098;GCA_002345355.1;GCA_002345355.1;2345355;ASM234535v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA2309;null;null;225.47;39836;60413;Uncultivated Stenotrophomonas maltophilia UBA2309 genome recovered from SRX822974;;;;not applicable;USA:New York City
GCA_002340145.1;1218461;null;5061878;GCA_002340145.1;GCA_002340145.1;2340145;ASM234014v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA2586;null;null;28.61;36719;38809;Uncultivated Stenotrophomonas maltophilia UBA2586 genome recovered from SRX822368;;;;not applicable;USA:New York City
GCA_002338245.1;1217531;null;5060018;GCA_002338245.1;GCA_002338245.1;2338245;ASM233824v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1866;null;null;9.78;13333;18918;Uncultivated Stenotrophomonas maltophilia UBA1866 genome recovered from SRX822706;;;;not applicable;USA:New York City
GCA_002335325.1;1216061;null;5057068;GCA_002335325.1;GCA_002335325.1;2335325;ASM233532v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA2005;null;null;17.92;21306;33294;Uncultivated Stenotrophomonas maltophilia UBA2005 genome recovered from SRX822563;;;;not applicable;USA:New York City
GCA_002333345.1;1215071;null;5055088;GCA_002333345.1;GCA_002333345.1;2333345;ASM233334v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA2043;null;null;35.98;348416;554792;Uncultivated Stenotrophomonas maltophilia UBA2043 genome recovered from SRX822158;;;;not applicable;USA:New York City
GCA_002332595.1;1214701;null;5054368;GCA_002332595.1;GCA_002332595.1;2332595;ASM233259v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA2061;null;null;29.28;24015;30143;Uncultivated Stenotrophomonas maltophilia UBA2061 genome recovered from SRX822399;;;;not applicable;USA:New York City
GCA_002322815.1;1208821;null;5042568;GCA_002322815.1;GCA_002322815.1;2322815;ASM232281v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1587;null;null;82.59;11646;13760;Uncultivated Stenotrophomonas maltophilia UBA1587 genome recovered from SRX822142;;;;not applicable;USA:New York City
GCA_002322825.1;1208811;null;5042538;GCA_002322825.1;GCA_002322825.1;2322825;ASM232282v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1581;null;null;41.5;90973;134793;Uncultivated Stenotrophomonas maltophilia UBA1581 genome recovered from SRX822944;;;;not applicable;USA:New York City
GCA_002322615.1;1208691;null;5042298;GCA_002322615.1;GCA_002322615.1;2322615;ASM232261v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1602;null;null;400.09;31720;35893;Uncultivated Stenotrophomonas maltophilia UBA1602 genome recovered from SRX822385;;;;not applicable;USA:New York City
GCA_002322235.1;1208451;null;5041828;GCA_002322235.1;GCA_002322235.1;2322235;ASM232223v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1579;null;null;12.99;11877;13730;Uncultivated Stenotrophomonas maltophilia UBA1579 genome recovered from SRX822557;;;;not applicable;USA:New York City
GCA_002320635.1;1207071;null;5039048;GCA_002320635.1;GCA_002320635.1;2320635;ASM232063v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1678;null;null;13.13;15834;18471;Uncultivated Stenotrophomonas maltophilia UBA1678 genome recovered from SRX823382;;;;not applicable;USA:New York City
GCA_002316475.1;1205001;null;5033598;GCA_002316475.1;GCA_002316475.1;2316475;ASM231647v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1052;null;null;16.98;24851;53688;Uncultivated Stenotrophomonas maltophilia UBA1052 genome recovered from SRX822957;;;;not applicable;USA:New York City
GCA_002308015.1;1200551;null;5022748;GCA_002308015.1;GCA_002308015.1;2308015;ASM230801v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1285;null;null;20.11;85586;185186;Uncultivated Stenotrophomonas maltophilia UBA1285 genome recovered from SRX822731;;;;not applicable;USA:New York City
GCA_002307845.1;1200471;null;5022588;GCA_002307845.1;GCA_002307845.1;2307845;ASM230784v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1294;null;null;39.25;30107;30931;Uncultivated Stenotrophomonas maltophilia UBA1294 genome recovered from SRX822735;;;;not applicable;USA:New York City
GCA_002307825.1;1200451;null;5022558;GCA_002307825.1;GCA_002307825.1;2307825;ASM230782v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA1298;null;null;13.37;9462;11506;Uncultivated Stenotrophomonas maltophilia UBA1298 genome recovered from SRX822737;;;;not applicable;USA:New York City
GCA_002298285.1;1195611;null;5005308;GCA_002298285.1;GCA_002298285.1;2298285;ASM229828v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA686;null;null;42.81;30266;44067;Uncultivated Stenotrophomonas maltophilia UBA686 genome recovered from SRX823236;;;;not applicable;USA:New York City
GCA_002296355.1;1194641;null;5003368;GCA_002296355.1;GCA_002296355.1;2296355;ASM229635v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA804;null;null;15;52878;117306;Uncultivated Stenotrophomonas maltophilia UBA804 genome recovered from SRX822612;;;;not applicable;USA:New York City
GCA_002294505.1;1193711;null;5001508;GCA_002294505.1;GCA_002294505.1;2294505;ASM229450v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;UBA905;null;null;20.41;63561;71139;Uncultivated Stenotrophomonas maltophilia UBA905 genome recovered from SRX822545;;;;not applicable;USA:New York City
GCA_002277735.1;1185251;4979318;4972438;GCF_002277735.1;GCF_002277735.1;2277735;ASM227773v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;DF07;223.26;138127;142279;Microbe sample from Stenotrophomonas maltophilia;;DF07;soil;2017-01-20;USA: Texas, Channelview, Moncrief Park
GCA_900186865.1;1181181;4963438;4960768;GCF_900186865.1;GCF_900186865.1;900186865;49243_F02;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;NCTC10257;156;5004261;5004261;NCTC10257;;NCTC10257;;;GCA_002208885.1;1140851;4639208;4633738;GCF_002208885.1;GCF_002208885.1;2208885;ASM220888v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;FDAARGOS_325;15.018;4851139;4851139;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;FDAARGOS_325;eye;2015-01-13;USA:DC
GCA_002205245.1;1139271;4632098;4627258;GCF_002205245.1;GCF_002205245.1;2205245;ASM220524v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;910;82.84;73400;73400;Sample of Stenotrophomonas Maltophilia: 910;Homo sapiens;910;blood;2015-07-10;USA: Columbus, OH
GCA_002205225.1;1139261;4631938;4627238;GCF_002205225.1;GCF_002205225.1;2205225;ASM220522v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;S2722A9;100.78;52023;52023;Sample of Stenotrophomonas Maltophilia: S2722A9;Homo sapiens;S2722A9;rectal swab;2015-11-01;USA: Durham, NC
GCA_002205215.1;1139251;4632258;4627218;GCF_002205215.1;GCF_002205215.1;2205215;ASM220521v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;594;119.1;72736;72736;Sample of Stenotrophomonas Maltophilia: 594;Homo sapiens;594;rectal swab;2014-10-04;USA: Baltimore, MD
GCA_002205175.1;1139241;4631778;4627178;GCF_002205175.1;GCF_002205175.1;2205175;ASM220517v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;163919;98.26;60790;60790;Sample of Stenotrophomonas Maltophilia: 163919;Homo sapiens;163919;blood;2014-07-15;USA: Ithaca, NY
GCA_002205295.1;1138811;4631138;4627298;GCF_002205295.1;GCF_002205295.1;2205295;ASM220529v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;7141307;114.35;64527;64527;Sample of Stenotrophomonas Maltophilia: 7141307;Homo sapiens;7141307;thracheal aspirate;2011-01-13;USA: Cleveland, OH
GCA_002205275.1;1138801;4630138;4627278;GCF_002205275.1;GCF_002205275.1;2205275;ASM220527v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;1038;107.08;55913;55913;Sample of Stenotrophomonas Maltophilia: 1038;Homo sapiens;1038;rectal swab;2015-01-08;USA: Baltimore, MD
GCA_002205165.1;1138791;4631078;4627198;GCF_002205165.1;GCF_002205165.1;2205165;ASM220516v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;13146;74.91;139297;139297;Sample of Stenotrophomonas Maltophilia: 13146;Homo sapiens;13146;CF sputum;2007-03-01;USA: Dayton, OH
GCA_002205155.1;1138781;4631038;4627168;GCF_002205155.1;GCF_002205155.1;2205155;ASM220515v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;M16356;107.01;50946;50946;Sample of Stenotrophomonas Maltophilia: M16356;Homo sapiens;M16356;blood;2006-05-15;USA: Seattle, WA
GCA_002189565.1;1130451;4588908;4581228;GCF_002189565.1;GCF_002189565.1;2189565;ASM218956v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SB275;144;196365;196365;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;;SB275;water;2016;Australia: Perth
GCA_002189545.1;1130441;4588508;4581208;GCF_002189545.1;GCF_002189545.1;2189545;ASM218954v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;AB550;120;174139;174139;Pathogen: environmental/food/other sample from Stenotrophomonas maltophilia;;AB550;water;2016;Australia: Perth
GCA_002138415.1;1101061;4605438;4475348;GCF_002138415.1;GCF_002138415.1;2138415;ASM213841v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;OUC_Est10;123;4668743;4668743;Stenotrophomonas maltophilia OUC_Est10 from soil;;OUC_Est10;;2013-10-18;China: Qingdao
GCA_002025605.1;1023321;4199488;4196958;GCF_002025605.1;GCF_002025605.1;2025605;ASM202560v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;AA1;136.77;4663337;4663337;Microbe sample from Stenotrophomonas maltophilia;Zea mays;AA1;root;2012-12;USA:Boston
GCA_001997185.1;1005021;4152478;4125518;GCF_001997185.1;GCF_001997185.1;1997185;ASM199718v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;ATCC 13637;55;67622;72549;CDPH_C51;missing;ATCC 13637;missing;missing;missing
GCA_001889565.1;905131;null;3767808;GCA_001889565.1;GCA_001889565.1;1889565;ASM188956v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;SIDR01;null;null;310;358907;3398085;Microbe sample from Stenotrophomonas maltophilia;Caenorhabditis remanei;missing;;2012-10-10;USA: Oregon
GCA_900113425.1;884691;3912778;3709128;GCF_900113425.1;GCF_900113425.1;900113425;IMG-taxon 2623620580 annotated assembly;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;IAM 12423;290;540650;2173932;Stenotrophomonas maltophilia IAM 12423;;IAM 12423;;not collected;missing
GCA_001866065.1;874971;3688898;3687288;GCF_001866065.1;GCF_001866065.1;1866065;ASM186606v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;DT1;990;195123;195123;Microbe sample from Stenotrophomonas maltophilia;;DT1;Tetracycline contaminated soil;2013-11;China: WuHan
GCA_001858265.1;871121;3686388;3672908;GCF_001858265.1;GCF_001858265.1;1858265;ASM185826v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;R5G;200.8;138000;138000;Microbe sample from Stenotrophomonas maltophilia;Homo sapiens;R5G;Dentine Caries;2013-04;Malaysia
GCA_001693455.1;774471;3362708;3360398;GCF_001693455.1;GCF_001693455.1;1693455;ASM169345v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SBo1;105;466519;466519;Microbe sample from Stenotrophomonas maltophilia;Bactrocera oleae;SBo1;;2015-12;Greece:Crete
GCA_001676445.1;763481;3325738;3323628;GCF_001676445.1;GCF_001676445.1;1676445;ASM167644v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SmSOFb1;189;116696;116696;Stenotrophomonas maltophilia SmSOFb1;;SmSOFb1;horse manure;2012-04-15;France: Saint Olive
GCA_001676435.1;763471;3325698;3323608;GCF_001676435.1;GCF_001676435.1;1676435;ASM167643v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SmCVFa1;166;268786;268786;Stenotrophomonas maltophilia SmCVFa1;;SmCVFa1;cattle manure;2012-04-15;France: Versailleux
GCA_001676395.1;763461;3326078;3323588;GCF_001676395.1;GCF_001676395.1;1676395;ASM167639v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SmF22;193;200166;200166;Stenotrophomonas maltophilia SmF22;;SmF22;cattle manure;2007-09-15;France:Feucherolles
GCA_001676385.1;763451;3326438;3323568;GCF_001676385.1;GCF_001676385.1;1676385;ASM167638v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;Sm46PAILV;201;276364;276364;Stenotrophomonas maltophilia Sm46PAILV;;Sm46PAILV;horse manure;2010-10-14;France:Feucherolles
GCA_001676375.1;763441;3326038;3323558;GCF_001676375.1;GCF_001676375.1;1676375;ASM167637v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SmF3;170;121394;121394;Stenotrophomonas maltophilia SmF3;;SmF3;cattle manure;2007-09-15;France:Feucherolles
GCA_001676315.1;763421;3325978;3323508;GCF_001676315.1;GCF_001676315.1;1676315;ASM167631v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;Sm41DVV;222;381766;381766;Stenotrophomonas maltophilia Sm32COP;;Sm41DVV;horse manure;2010-10-14;France:Feucherolles
GCA_001676295.1;763401;3326418;3323468;GCF_001676295.1;GCF_001676295.1;1676295;ASM167629v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;Sm32COP;203;205782;205782;Stenotrophomonas maltophilia Sm32COP;;Sm32COP;horse manure;2010-10-14;France:Feucherolles
GCA_001651505.1;749571;3274388;3270998;GCF_001651505.1;GCF_001651505.1;1651505;ISMMS7v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;ISMMS7;318;4685044;4685044;Stenotrophomonas maltophilia, isolate ISMMS7, from a case of bacteremia;Homo sapiens;ISMMS7;blood;2013;USA: New York, NY
GCA_001619675.1;725391;3922948;3191158;GCF_001619675.1;GCF_001619675.1;1619675;ASM161967v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;F2;83.95;77508;77508;Microbe sample from Stenotrophomonas maltophilia;;F2;Ulu Slim Hot Spring;2011-10;Malaysia: Perak
GCA_001617985.1;724481;9068298;3184028;GCF_001617985.1;GCF_001617985.1;1617985;ASM161798v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM16;100;5637;5637;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SM16;blood;2009;Brazil: Hospital das Clinicas, Sao Paulo
GCA_001595975.1;708341;3145498;3132508;GCF_001595975.1;GCF_001595975.1;1595975;ASM159597v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;CBF10-1;644;231617;326099;ESRM sample Stenotrophomonas maltophilia CBF10-1;;CBF10-1;soil;2010-09-08;USA: Ranch from Fairchilds, Texas
GCA_001542395.1;632471;2901268;2851408;GCF_001542395.1;GCF_001542395.1;1542395;ASM154239v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;PG157;72;144111;144111;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;PG157;perineum;2011-11-14;Slovenia: Golnik
GCA_001516605.1;619881;3953778;2791068;GCF_001516605.1;GCF_001516605.1;1516605;ASM151660v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM17;75;5420;5420;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SM17;blood;2009;Brazil: Hospital das Clinicas, Sao Paulo
GCA_001516595.1;619851;9069818;2790998;GCF_001516595.1;GCF_001516595.1;1516595;ASM151659v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM45;75;6429;6429;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SM45;blood;2009;Brazil: Hospital das Clinicas, Sao Paulo
GCA_001506105.1;614531;16160698;2777728;GCF_001506105.1;GCF_001506105.1;1506105;ASM150610v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;SM41;76;14574;14574;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;SM41;tracheal aspirate;2010;Brazil: Hospital das Clinicas, Sao Paulo
GCA_001499715.1;611351;2776788;2769438;GCF_001499715.1;GCF_001499715.1;1499715;BurA1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;BurA1;null;null;2500;125770;125770;Stenotrophomonas maltophilia BurA1;;;;;GCA_001499695.1;611341;2777688;2769418;GCF_001499695.1;GCF_001499695.1;1499695;BurE1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;BurE1;null;null;18;211532;211532;Stenotrophomonas maltophilia BurE1;;;;;GCA_001431675.1;577311;2640828;2572748;GCF_001431675.1;GCF_001431675.1;1431675;ASM143167v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;LMG 22072;116;47895;47895;Microbe sample from Stenotrophomonas maltophilia;;LMG 22072;cerebrospinal fluid;1994;Democratic Republic of the Congo
GCA_001431665.1;577301;2640368;2572728;GCF_001431665.1;GCF_001431665.1;1431665;ASM143166v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;LMG 978;184;83392;83392;Microbe sample from Stenotrophomonas maltophilia;;LMG 978;Piper betle;1928;Sri Lanka
GCA_001297005.1;487881;2342298;2340528;GCF_001297005.1;GCF_001297005.1;1297005;SmOC94scaf_imr500;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;OC194;58;38797;38797;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;OC194;oropharynx;2011-12-25;Germany: Berlin
GCA_001286925.1;482731;3801198;2318968;GCF_001286925.1;GCF_001286925.1;1286925;Stenotrophomonas maltophilia mecca isolate;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;Mecca;null;null;100;198115;198115;Stenotrophomonas maltophilia mecca isolate;;;;;GCA_001276385.1;477231;2305838;2303448;GCF_001276385.1;GCF_001276385.1;1276385;ASM127638v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;B5;100;32555;32555;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;B5;lungs of cystic fibrosis patient B;2005-11-28;Australia: Brisbane
GCA_001276355.1;477221;2306058;2303428;GCF_001276355.1;GCF_001276355.1;1276355;ASM127635v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;B4;100;44228;44228;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;B4;lungs of cystic fibrosis patient B;2005-08-25;Australia: Brisbane
GCA_001276345.1;477211;2305538;2303418;GCF_001276345.1;GCF_001276345.1;1276345;ASM127634v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;B1;100;37885;37885;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;B1;lungs of cystic fibrosis patient B;2004-07-01;Australia: Brisbane
GCA_001276305.1;477191;2305518;2303368;GCF_001276305.1;GCF_001276305.1;1276305;ASM127630v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;A2;100;30789;30789;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;A2;lungs of cystic fibrosis patient A;2004-05-20;Australia: Brisbane
GCA_001276185.1;477161;2305678;2303308;GCF_001276185.1;GCF_001276185.1;1276185;ASM127618v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;C11;100;38779;38779;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;C11;lungs of cystic fibrosis patient C;2006-04-27;Australia: Brisbane
GCA_001275085.1;476621;2302448;2300838;GCF_001275085.1;GCF_001275085.1;1275085;ISMMS4v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;ISMMS4;303;4734405;4734405;Stenotrophomonas maltophilia, isolate ISMMS4, from a case of bacteremia;Homo sapiens;ISMMS4;blood;2013;USA: New York, NY
GCA_001275075.1;476611;2302428;2300818;GCF_001275075.1;GCF_001275075.1;1275075;ISMMS5v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;ISMMS5;270;799485;799485;Stenotrophomonas maltophilia, isolate ISMMS5, from a case of bacteremia;Homo sapiens;ISMMS5;blood;2013;USA: New York, NY
GCA_001275095.1;476601;2302548;2300808;GCF_001275095.1;GCF_001275095.1;1275095;ISMMS6v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;ISMMS6;262;3462384;3462384;Stenotrophomonas maltophilia, isolate ISMMS6, from a case of bacteremia;Homo sapiens;ISMMS6;blood;2013;USA: New York, NY
GCA_001274675.1;476401;2302268;2300398;GCF_001274675.1;GCF_001274675.1;1274675;ASM127467v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;ISMMS2R;403;4509724;4509724;Stenotrophomonas maltophilia, isolate ISMMS2R, from a case of bacteremia;Homo sapiens;ISMMS2R;blood;2013;USA: New York, NY
GCA_001274655.1;476391;2302328;2300378;GCF_001274655.1;GCF_001274655.1;1274655;ASM127465v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;null;strain;ISMMS2;160;4509724;4509724;Stenotrophomonas maltophilia, isolate ISMMS2, from a case of bacteremia;Homo sapiens;ISMMS2;blood;2013;USA: New York, NY
GCA_001274595.1;476361;2302388;2300078;GCF_001274595.1;GCF_001274595.1;1274595;ASM127459v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Complete Genome;Patient 2;strain;ISMMS3;153;4804002;4804002;Stenotrophomonas maltophilia, isolate ISMMS3, from a case of bacteremia;Homo sapiens;ISMMS3;blood;2013;USA: New York, NY
GCA_001075985.1;375091;2021658;1888358;GCF_001075985.1;GCF_001075985.1;1075985;ASM107598v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;942_SMAL;18;37390;37390;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;942_SMAL;missing;Unknown;USA: WA
GCA_001075485.1;374851;2021258;1887878;GCF_001075485.1;GCF_001075485.1;1075485;ASM107548v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;952_SMAL;31;41043;41043;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;952_SMAL;missing;Unknown;USA: WA
GCA_001075475.1;374841;2021238;1887858;GCF_001075475.1;GCF_001075475.1;1075475;ASM107547v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;951_SMAL;19;41881;41881;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;951_SMAL;missing;Unknown;USA: WA
GCA_001075445.1;374831;2021598;1887838;GCF_001075445.1;GCF_001075445.1;1075445;ASM107544v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;941_SMAL;16;50139;50139;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;941_SMAL;missing;Unknown;USA: WA
GCA_001075245.1;374741;2021158;1887658;GCF_001075245.1;GCF_001075245.1;1075245;ASM107524v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Scaffold;null;strain;892_SMAL;39;40242;40242;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;892_SMAL;missing;Unknown;USA: WA
GCA_001075175.1;374701;2021198;1887578;GCF_001075175.1;GCF_001075175.1;1075175;ASM107517v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;854_SMAL;54;31793;31793;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;854_SMAL;missing;Unknown;USA: WA
GCA_001075145.1;374691;2021558;1887568;GCF_001075145.1;GCF_001075145.1;1075145;ASM107514v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;847.rep2_SMAL;29;12371;12371;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;847.rep2_SMAL;missing;Unknown;USA: WA
GCA_001074785.1;374511;2021498;1887198;GCF_001074785.1;GCF_001074785.1;1074785;ASM107478v1;40324;Stenotrophomonas maltophilia (g-proteobacteria);40324;null;haploid;Contig;null;strain;882_SMAL;60;19853;19853;Pathogen: clinical or host-associated sample from Stenotrophomonas maltophilia;Homo sapiens;882_SMAL;missing;Unknown;USA: WA
